"person","birthDate","deathDate","personName","personEcartico","birthPlaceEcartico","birthPlace","deathPlaceEcartico","deathPlace"
"http://www.vondel.humanities.uva.nl/ecartico/persons/28119","1565-08-09","1640-11-07","Anthonij Tysz","http://www.vondel.humanities.uva.nl/ecartico/persons/28119","http://www.vondel.humanities.uva.nl/ecartico/places/13","Antwerpen","http://www.vondel.humanities.uva.nl/ecartico/places/262","Leiden"
"http://www.vondel.humanities.uva.nl/ecartico/persons/41065","1566","1600-12-17","Christophorus Raphelengius","http://www.vondel.humanities.uva.nl/ecartico/persons/41065","http://www.vondel.humanities.uva.nl/ecartico/places/13","Antwerpen","http://www.vondel.humanities.uva.nl/ecartico/places/262","Leiden"
"http://www.vondel.humanities.uva.nl/ecartico/persons/4618","1559","1624-10-28","Carel Liefrinck","http://www.vondel.humanities.uva.nl/ecartico/persons/4618","http://www.vondel.humanities.uva.nl/ecartico/places/13","Antwerpen","http://www.vondel.humanities.uva.nl/ecartico/places/262","Leiden"
"http://www.vondel.humanities.uva.nl/ecartico/persons/23772","1535-07-09","1612-04-18","Emanuel van Meteren","http://www.vondel.humanities.uva.nl/ecartico/persons/23772","http://www.vondel.humanities.uva.nl/ecartico/places/13","Antwerpen","http://www.vondel.humanities.uva.nl/ecartico/places/279","Londen"
"http://www.vondel.humanities.uva.nl/ecartico/persons/48051","1563","1628","Jacob Cool","http://www.vondel.humanities.uva.nl/ecartico/persons/48051","http://www.vondel.humanities.uva.nl/ecartico/places/13","Antwerpen","http://www.vondel.humanities.uva.nl/ecartico/places/279","Londen"
"http://www.vondel.humanities.uva.nl/ecartico/persons/51826","1560-12-03","1627-09-20","Janus Gruter ","http://www.vondel.humanities.uva.nl/ecartico/persons/51826","http://www.vondel.humanities.uva.nl/ecartico/places/13","Antwerpen","http://www.vondel.humanities.uva.nl/ecartico/places/2964","Rohrbach (Heidelberg)"
"http://www.vondel.humanities.uva.nl/ecartico/persons/6510","1584-12-20","http://www.vondel.humanities.uva.nl/ecartico/persons/6510#deathdate","Raphael Sadeler II","http://www.vondel.humanities.uva.nl/ecartico/persons/6510","http://www.vondel.humanities.uva.nl/ecartico/places/13","Antwerpen","http://www.vondel.humanities.uva.nl/ecartico/places/329","München"
"http://www.vondel.humanities.uva.nl/ecartico/persons/24459","1554","1601","Hubert Caymox","http://www.vondel.humanities.uva.nl/ecartico/persons/24459","http://www.vondel.humanities.uva.nl/ecartico/places/13","Antwerpen","http://www.vondel.humanities.uva.nl/ecartico/places/342","Neurenberg"
"http://www.vondel.humanities.uva.nl/ecartico/persons/7038","1578","1658","Hendrick Staben","http://www.vondel.humanities.uva.nl/ecartico/persons/7038","http://www.vondel.humanities.uva.nl/ecartico/places/13","Antwerpen","http://www.vondel.humanities.uva.nl/ecartico/places/395","Parijs"
"http://www.vondel.humanities.uva.nl/ecartico/persons/7022","1546-03-31","1611-08","Bartholomeus Spranger van den Schilde","http://www.vondel.humanities.uva.nl/ecartico/persons/7022","http://www.vondel.humanities.uva.nl/ecartico/places/13","Antwerpen","http://www.vondel.humanities.uva.nl/ecartico/places/406","Praag"
"http://www.vondel.humanities.uva.nl/ecartico/persons/689","1570","1626-08-10","Willem Backereel","http://www.vondel.humanities.uva.nl/ecartico/persons/689","http://www.vondel.humanities.uva.nl/ecartico/places/13","Antwerpen","http://www.vondel.humanities.uva.nl/ecartico/places/430","Rome"
"http://www.vondel.humanities.uva.nl/ecartico/persons/3523","1575","1634-05-03","Jacob de Hase","http://www.vondel.humanities.uva.nl/ecartico/persons/3523","http://www.vondel.humanities.uva.nl/ecartico/places/13","Antwerpen","http://www.vondel.humanities.uva.nl/ecartico/places/430","Rome"
"http://www.vondel.humanities.uva.nl/ecartico/persons/10041","1559-10-22","http://www.vondel.humanities.uva.nl/ecartico/persons/10041#deathdate","Celytgen van Meldert","http://www.vondel.humanities.uva.nl/ecartico/persons/10041","http://www.vondel.humanities.uva.nl/ecartico/places/13","Antwerpen","http://www.vondel.humanities.uva.nl/ecartico/places/431","Rotterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/9249","1556","http://www.vondel.humanities.uva.nl/ecartico/persons/9249#deathdate","Jan van Waesberghe","http://www.vondel.humanities.uva.nl/ecartico/persons/9249","http://www.vondel.humanities.uva.nl/ecartico/places/13","Antwerpen","http://www.vondel.humanities.uva.nl/ecartico/places/431","Rotterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/4127","1568","1600-10-17","Cornelis de Jode","http://www.vondel.humanities.uva.nl/ecartico/persons/4127","http://www.vondel.humanities.uva.nl/ecartico/places/13","Antwerpen","http://www.vondel.humanities.uva.nl/ecartico/places/44","Bergen (Mons)"
"http://www.vondel.humanities.uva.nl/ecartico/persons/5159","1550-04-17","1617-04-03","Aart van Meldert","http://www.vondel.humanities.uva.nl/ecartico/persons/5159","http://www.vondel.humanities.uva.nl/ecartico/places/13","Antwerpen","http://www.vondel.humanities.uva.nl/ecartico/places/477","Sommelsdijk"
"http://www.vondel.humanities.uva.nl/ecartico/persons/12603","1585","1655-06-11","Annetje van den Heede","http://www.vondel.humanities.uva.nl/ecartico/persons/12603","http://www.vondel.humanities.uva.nl/ecartico/places/13","Antwerpen","http://www.vondel.humanities.uva.nl/ecartico/places/512","Utrecht"
"http://www.vondel.humanities.uva.nl/ecartico/persons/6319","1572","1624-04-15","David Roelands","http://www.vondel.humanities.uva.nl/ecartico/persons/6319","http://www.vondel.humanities.uva.nl/ecartico/places/13","Antwerpen","http://www.vondel.humanities.uva.nl/ecartico/places/528","Vlissingen"
"http://www.vondel.humanities.uva.nl/ecartico/persons/21094","1568","http://www.vondel.humanities.uva.nl/ecartico/persons/21094#deathdate","Jan Willemsz. Leyster","http://www.vondel.humanities.uva.nl/ecartico/persons/21094","http://www.vondel.humanities.uva.nl/ecartico/places/13","Antwerpen","http://www.vondel.humanities.uva.nl/ecartico/places/562","Zaandam"
"https://data.create.humanities.uva.nl/id/schrijverskabinet/person/zacharias-heyns","1566","1638","Zacharias Heyns","http://www.vondel.humanities.uva.nl/ecartico/persons/12455","http://www.vondel.humanities.uva.nl/ecartico/places/13","Antwerpen","http://www.vondel.humanities.uva.nl/ecartico/places/580","Zwolle"
"http://www.vondel.humanities.uva.nl/ecartico/persons/9212","1587","1621","Anna Bufkens","http://www.vondel.humanities.uva.nl/ecartico/persons/9212","http://www.vondel.humanities.uva.nl/ecartico/places/13","Antwerpen","http://www.vondel.humanities.uva.nl/ecartico/places/580","Zwolle"
"http://www.vondel.humanities.uva.nl/ecartico/persons/40841","1585-02-21","1640-12-01","Pieter van den Broecke","http://www.vondel.humanities.uva.nl/ecartico/persons/40841","http://www.vondel.humanities.uva.nl/ecartico/places/13","Antwerpen","http://www.vondel.humanities.uva.nl/ecartico/places/627","Malakka"
"http://www.vondel.humanities.uva.nl/ecartico/persons/37366","1522","1585-04-04","Jean Florianus","http://www.vondel.humanities.uva.nl/ecartico/persons/37366","http://www.vondel.humanities.uva.nl/ecartico/places/13","Antwerpen","http://www.vondel.humanities.uva.nl/ecartico/places/83","Brussel"
"http://www.vondel.humanities.uva.nl/ecartico/persons/42133","1516-07-28","1592-01-05","Willem V van Kleef","http://www.vondel.humanities.uva.nl/ecartico/persons/42133","http://www.vondel.humanities.uva.nl/ecartico/places/131","Düsseldorf","http://www.vondel.humanities.uva.nl/ecartico/places/131","Düsseldorf"
"http://www.vondel.humanities.uva.nl/ecartico/persons/21182","1565","1640","Willem Baudartius","http://www.vondel.humanities.uva.nl/ecartico/persons/21182","http://www.vondel.humanities.uva.nl/ecartico/places/1321","Deinze","http://www.vondel.humanities.uva.nl/ecartico/places/576","Zutphen"
"http://www.vondel.humanities.uva.nl/ecartico/persons/37700","1570","http://www.vondel.humanities.uva.nl/ecartico/persons/37700#deathdate","Anna Adriaens de Pottere","http://www.vondel.humanities.uva.nl/ecartico/persons/37700","http://www.vondel.humanities.uva.nl/ecartico/places/1327","Ronse","http://www.vondel.humanities.uva.nl/ecartico/places/77","Bremen"
"http://www.vondel.humanities.uva.nl/ecartico/persons/47192","1536","1599-09-15","Geraert de Bont","http://www.vondel.humanities.uva.nl/ecartico/persons/47192","http://www.vondel.humanities.uva.nl/ecartico/places/1349","Rijswijk (Gelderland)","http://www.vondel.humanities.uva.nl/ecartico/places/262","Leiden"
"http://www.vondel.humanities.uva.nl/ecartico/persons/23981","1548","http://www.vondel.humanities.uva.nl/ecartico/persons/23981#deathdate","BartholomaÌus Kilian","http://www.vondel.humanities.uva.nl/ecartico/persons/23981","http://www.vondel.humanities.uva.nl/ecartico/places/1361","Silezië","http://www.vondel.humanities.uva.nl/ecartico/places/23","Augsburg"
"http://www.vondel.humanities.uva.nl/ecartico/persons/37019","1567-11-14","1625-04-23","Maurits van Oranje-Nassau","http://www.vondel.humanities.uva.nl/ecartico/persons/37019","http://www.vondel.humanities.uva.nl/ecartico/places/1374","Dillenburg","http://www.vondel.humanities.uva.nl/ecartico/places/100","Den Haag"
"http://www.vondel.humanities.uva.nl/ecartico/persons/24612","1585-09-11","1653-10-08","Albert Wijfringh","http://www.vondel.humanities.uva.nl/ecartico/persons/24612","http://www.vondel.humanities.uva.nl/ecartico/places/142","Emden","http://www.vondel.humanities.uva.nl/ecartico/places/182","Groningen"
"http://www.vondel.humanities.uva.nl/ecartico/persons/22878","1568","http://www.vondel.humanities.uva.nl/ecartico/persons/22878#deathdate","Charles du Ry","http://www.vondel.humanities.uva.nl/ecartico/persons/22878","http://www.vondel.humanities.uva.nl/ecartico/places/1422","Argentan","http://www.vondel.humanities.uva.nl/ecartico/places/395","Parijs"
"http://www.vondel.humanities.uva.nl/ecartico/persons/43580","1544","1625","Cornelis van Beughem","http://www.vondel.humanities.uva.nl/ecartico/persons/43570","http://www.vondel.humanities.uva.nl/ecartico/places/143","Emmerik","http://www.vondel.humanities.uva.nl/ecartico/places/143","Emmerik"
"http://www.vondel.humanities.uva.nl/ecartico/persons/23006","1551","1635-03-18","Jacob Dircksz. Brouwer","http://www.vondel.humanities.uva.nl/ecartico/persons/23006","http://www.vondel.humanities.uva.nl/ecartico/places/145","Enkhuizen","http://www.vondel.humanities.uva.nl/ecartico/places/145","Enkhuizen"
"http://www.vondel.humanities.uva.nl/ecartico/persons/40187","1564","1619-02-14","Guilliame Six","http://www.vondel.humanities.uva.nl/ecartico/persons/40187","http://www.vondel.humanities.uva.nl/ecartico/places/1473","Sint Omaars (Saint-Omer)","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/40189","1575","http://www.vondel.humanities.uva.nl/ecartico/persons/40189#deathdate","Jean Six","http://www.vondel.humanities.uva.nl/ecartico/persons/40189","http://www.vondel.humanities.uva.nl/ecartico/places/1473","Sint Omaars (Saint-Omer)","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/24462","1561-01-06","1635-03-07","Balthasar Caymox","http://www.vondel.humanities.uva.nl/ecartico/persons/24462","http://www.vondel.humanities.uva.nl/ecartico/places/1492","Beerse","http://www.vondel.humanities.uva.nl/ecartico/places/342","Neurenberg"
"http://www.vondel.humanities.uva.nl/ecartico/persons/41848","1521-08-19","1589-03-22","Lodovico Guicciardini","http://www.vondel.humanities.uva.nl/ecartico/persons/41848","http://www.vondel.humanities.uva.nl/ecartico/places/151","Florence","http://www.vondel.humanities.uva.nl/ecartico/places/13","Antwerpen"
"http://www.vondel.humanities.uva.nl/ecartico/persons/20639","1556-05-15","1612-10-30","Scipione Stradanus","http://www.vondel.humanities.uva.nl/ecartico/persons/20639","http://www.vondel.humanities.uva.nl/ecartico/places/151","Florence","http://www.vondel.humanities.uva.nl/ecartico/places/151","Florence"
"http://www.vondel.humanities.uva.nl/ecartico/persons/39762","1500","1571","Benvenuto Cellini","http://www.vondel.humanities.uva.nl/ecartico/persons/39762","http://www.vondel.humanities.uva.nl/ecartico/places/151","Florence","http://www.vondel.humanities.uva.nl/ecartico/places/151","Florence"
"http://www.vondel.humanities.uva.nl/ecartico/persons/36652","1559-11-15","1621-07-13","Albrecht VII van Oostenrijk","http://www.vondel.humanities.uva.nl/ecartico/persons/36652","http://www.vondel.humanities.uva.nl/ecartico/places/1543","Wiener Neustadt","http://www.vondel.humanities.uva.nl/ecartico/places/83","Brussel"
"http://www.vondel.humanities.uva.nl/ecartico/persons/51063","1577","1643","Johannes Martini Lydius","http://www.vondel.humanities.uva.nl/ecartico/persons/51063","http://www.vondel.humanities.uva.nl/ecartico/places/155","Frankfurt am Main","http://www.vondel.humanities.uva.nl/ecartico/places/386","Oudewater"
"http://www.vondel.humanities.uva.nl/ecartico/persons/52223","1578-03-18","1610-12-11","Adam Elsheimer","http://www.vondel.humanities.uva.nl/ecartico/persons/52223","http://www.vondel.humanities.uva.nl/ecartico/places/155","Frankfurt am Main","http://www.vondel.humanities.uva.nl/ecartico/places/430","Rome"
"http://www.vondel.humanities.uva.nl/ecartico/persons/47848","1509-08-25","1572-12-02","Ippolito II d' Este","http://www.vondel.humanities.uva.nl/ecartico/persons/47848","http://www.vondel.humanities.uva.nl/ecartico/places/1553","Ferrara","http://www.vondel.humanities.uva.nl/ecartico/places/430","Rome"
"http://www.vondel.humanities.uva.nl/ecartico/persons/8824","1544-01-01","1610-08-03","Carel Quina","http://www.vondel.humanities.uva.nl/ecartico/persons/8824","http://www.vondel.humanities.uva.nl/ecartico/places/156","Frankrijk","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/8826","1586-02-06","1649-10-21","Carel Quina","http://www.vondel.humanities.uva.nl/ecartico/persons/8824","http://www.vondel.humanities.uva.nl/ecartico/places/156","Frankrijk","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/27738","1582","http://www.vondel.humanities.uva.nl/ecartico/persons/27738#deathdate","Eleazar Swalmius","http://www.vondel.humanities.uva.nl/ecartico/persons/27738","http://www.vondel.humanities.uva.nl/ecartico/places/1585","Rhoon","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/26021","1580","1644-08-09","Hester Willemsdr. Doncker","http://www.vondel.humanities.uva.nl/ecartico/persons/26021","http://www.vondel.humanities.uva.nl/ecartico/places/161","Geertruidenberg","http://www.vondel.humanities.uva.nl/ecartico/places/118","Dordrecht"
"http://www.vondel.humanities.uva.nl/ecartico/persons/29819","1528-08-10","1584-11-17","Erich II von Braunschweig-Calenberg-Göttingen","http://www.vondel.humanities.uva.nl/ecartico/persons/29819","http://www.vondel.humanities.uva.nl/ecartico/places/1644","Dassel","http://www.vondel.humanities.uva.nl/ecartico/places/667","Pavia"
"http://www.vondel.humanities.uva.nl/ecartico/persons/51860","1518-12-21","1569-02-20","Marcus van Vaernewyck ","http://www.vondel.humanities.uva.nl/ecartico/persons/51860","http://www.vondel.humanities.uva.nl/ecartico/places/165","Gent","http://www.vondel.humanities.uva.nl/ecartico/places/165","Gent"
"http://www.vondel.humanities.uva.nl/ecartico/persons/8710","1540","1580-07-11","Hendrik van den Keere","http://www.vondel.humanities.uva.nl/ecartico/persons/8710","http://www.vondel.humanities.uva.nl/ecartico/places/165","Gent","http://www.vondel.humanities.uva.nl/ecartico/places/165","Gent"
"http://www.vondel.humanities.uva.nl/ecartico/persons/29946","1500-02-24","1558-09-21","Karel V (HRR)","http://www.vondel.humanities.uva.nl/ecartico/persons/29946","http://www.vondel.humanities.uva.nl/ecartico/places/165","Gent","http://www.vondel.humanities.uva.nl/ecartico/places/1974","Cuacos de Yuste"
"http://www.vondel.humanities.uva.nl/ecartico/persons/40990","1584","http://www.vondel.humanities.uva.nl/ecartico/persons/40990#deathdate","Thomas de Vechter","http://www.vondel.humanities.uva.nl/ecartico/persons/24838","http://www.vondel.humanities.uva.nl/ecartico/places/165","Gent","http://www.vondel.humanities.uva.nl/ecartico/places/262","Leiden"
"http://www.vondel.humanities.uva.nl/ecartico/persons/42515","1580-01-09","1655-02-25","Daniel Heinsius","http://www.vondel.humanities.uva.nl/ecartico/persons/42515","http://www.vondel.humanities.uva.nl/ecartico/places/165","Gent","http://www.vondel.humanities.uva.nl/ecartico/places/262","Leiden"
"http://www.vondel.humanities.uva.nl/ecartico/persons/36852","1573-10-03","1639-07-09","Antonius de Wale","http://www.vondel.humanities.uva.nl/ecartico/persons/36852","http://www.vondel.humanities.uva.nl/ecartico/places/165","Gent","http://www.vondel.humanities.uva.nl/ecartico/places/262","Leiden"
"http://www.vondel.humanities.uva.nl/ecartico/persons/47268","1560","1622-01","Carel Pietersz.","http://www.vondel.humanities.uva.nl/ecartico/persons/47268","http://www.vondel.humanities.uva.nl/ecartico/places/165","Gent","http://www.vondel.humanities.uva.nl/ecartico/places/410","Purmerend"
"http://www.vondel.humanities.uva.nl/ecartico/persons/51828","1486","1558-05-22","Jason Pratensis ","http://www.vondel.humanities.uva.nl/ecartico/persons/51828","http://www.vondel.humanities.uva.nl/ecartico/places/165","Gent","http://www.vondel.humanities.uva.nl/ecartico/places/570","Zierikzee"
"http://www.vondel.humanities.uva.nl/ecartico/persons/51852","1525-03-08","1595-04-26","Laevinus Torrentius ","http://www.vondel.humanities.uva.nl/ecartico/persons/51852","http://www.vondel.humanities.uva.nl/ecartico/places/165","Gent","http://www.vondel.humanities.uva.nl/ecartico/places/83","Brussel"
"http://www.vondel.humanities.uva.nl/ecartico/persons/29948","1554-04-15","1613-12-07","Simon VI Lippe-Detmold","http://www.vondel.humanities.uva.nl/ecartico/persons/29948","http://www.vondel.humanities.uva.nl/ecartico/places/1651","Detmold","http://www.vondel.humanities.uva.nl/ecartico/places/265","Lemgo"
"http://www.vondel.humanities.uva.nl/ecartico/persons/10001","1551-04-22","1624-02-07","Christiaan Huygens","http://www.vondel.humanities.uva.nl/ecartico/persons/10001","http://www.vondel.humanities.uva.nl/ecartico/places/1661","Terheijden","http://www.vondel.humanities.uva.nl/ecartico/places/100","Den Haag"
"http://www.vondel.humanities.uva.nl/ecartico/persons/30831","1527-05-21","1598-09-13","Filips II van Spanje","http://www.vondel.humanities.uva.nl/ecartico/persons/30831","http://www.vondel.humanities.uva.nl/ecartico/places/1677","Valladolid","http://www.vondel.humanities.uva.nl/ecartico/places/440","San Lorenzo de El Escorial"
"http://www.vondel.humanities.uva.nl/ecartico/persons/36798","1576-01-03","1625-11-23","Jan Roovers","http://www.vondel.humanities.uva.nl/ecartico/persons/36798","http://www.vondel.humanities.uva.nl/ecartico/places/171","Goch","http://www.vondel.humanities.uva.nl/ecartico/places/184","Haarlem"
"http://www.vondel.humanities.uva.nl/ecartico/persons/31902","1553-12-13","1610-05-14","Hendrik IV van Frankrijk","http://www.vondel.humanities.uva.nl/ecartico/persons/31902","http://www.vondel.humanities.uva.nl/ecartico/places/1713","Pau","http://www.vondel.humanities.uva.nl/ecartico/places/395","Parijs"
"http://www.vondel.humanities.uva.nl/ecartico/persons/36645","1572","1651-01-01","André Rivet","http://www.vondel.humanities.uva.nl/ecartico/persons/36645","http://www.vondel.humanities.uva.nl/ecartico/places/1724","Saint-Maixent (Sarthe)","http://www.vondel.humanities.uva.nl/ecartico/places/76","Breda"
"http://www.vondel.humanities.uva.nl/ecartico/persons/36653","1566-08-12","1633-12-01","Isabella Clara Eugenia van Spanje","http://www.vondel.humanities.uva.nl/ecartico/persons/36653","http://www.vondel.humanities.uva.nl/ecartico/places/1726","Segovia","http://www.vondel.humanities.uva.nl/ecartico/places/83","Brussel"
"http://www.vondel.humanities.uva.nl/ecartico/persons/11685","1575-06-14","http://www.vondel.humanities.uva.nl/ecartico/persons/11685#deathdate","David Fransz Eversdijck","http://www.vondel.humanities.uva.nl/ecartico/persons/11685","http://www.vondel.humanities.uva.nl/ecartico/places/173","Goes","http://www.vondel.humanities.uva.nl/ecartico/places/97","Delft"
"http://www.vondel.humanities.uva.nl/ecartico/persons/36841","1564-10-15","1613-07-20","Heinrich Julius von Braunschweig-Wolfenbüttel","http://www.vondel.humanities.uva.nl/ecartico/persons/36841","http://www.vondel.humanities.uva.nl/ecartico/places/1730","Hessen (Osterwieck)","http://www.vondel.humanities.uva.nl/ecartico/places/406","Praag"
"http://www.vondel.humanities.uva.nl/ecartico/persons/1622","1586","1627-07-09","Dirck Rafaëlsz. Camphuysen","http://www.vondel.humanities.uva.nl/ecartico/persons/1622","http://www.vondel.humanities.uva.nl/ecartico/places/174","Gorinchem","http://www.vondel.humanities.uva.nl/ecartico/places/116","Dokkum"
"http://www.vondel.humanities.uva.nl/ecartico/persons/41071","1584-09-11","1624-11-13","Thomas Erpenius","http://www.vondel.humanities.uva.nl/ecartico/persons/41071","http://www.vondel.humanities.uva.nl/ecartico/places/174","Gorinchem","http://www.vondel.humanities.uva.nl/ecartico/places/262","Leiden"
"http://www.vondel.humanities.uva.nl/ecartico/persons/37345","1583-06-16","1654-08-28","Axel Gustafsson Oxenstierna","http://www.vondel.humanities.uva.nl/ecartico/persons/37345","http://www.vondel.humanities.uva.nl/ecartico/places/1753","Löts socken, Uppland","http://www.vondel.humanities.uva.nl/ecartico/places/489","Stockholm"
"http://www.vondel.humanities.uva.nl/ecartico/persons/51773","1580","1636-03-01","Cornelis Liens ","http://www.vondel.humanities.uva.nl/ecartico/persons/51773","http://www.vondel.humanities.uva.nl/ecartico/places/1760","Sint Maartensdijk","http://www.vondel.humanities.uva.nl/ecartico/places/1760","Sint Maartensdijk"
"http://www.vondel.humanities.uva.nl/ecartico/persons/51775","1541","1611-11-23","Cornelius Schonaeus","http://www.vondel.humanities.uva.nl/ecartico/persons/51775","http://www.vondel.humanities.uva.nl/ecartico/places/177","Gouda","http://www.vondel.humanities.uva.nl/ecartico/places/184","Haarlem"
"http://www.vondel.humanities.uva.nl/ecartico/persons/4027","1520","1573","Simon Jacobsz.","http://www.vondel.humanities.uva.nl/ecartico/persons/4027","http://www.vondel.humanities.uva.nl/ecartico/places/177","Gouda","http://www.vondel.humanities.uva.nl/ecartico/places/184","Haarlem"
"http://www.vondel.humanities.uva.nl/ecartico/persons/48016","1533","1603","Elizabeth I van Engeland","http://www.vondel.humanities.uva.nl/ecartico/persons/48016","http://www.vondel.humanities.uva.nl/ecartico/places/179","Greenwich","http://www.vondel.humanities.uva.nl/ecartico/places/420","Richmond upon Thames"
"http://www.vondel.humanities.uva.nl/ecartico/persons/11058","1584","1669-01-29","Johannes Lutma","http://www.vondel.humanities.uva.nl/ecartico/persons/11058","http://www.vondel.humanities.uva.nl/ecartico/places/182","Groningen","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/51631","1583-09-16","1658-03-16","Henricus Munting","http://www.vondel.humanities.uva.nl/ecartico/persons/51631","http://www.vondel.humanities.uva.nl/ecartico/places/182","Groningen","http://www.vondel.humanities.uva.nl/ecartico/places/182","Groningen"
"http://www.vondel.humanities.uva.nl/ecartico/persons/10441","1578","1659-09-02","Jan van der Veen","http://www.vondel.humanities.uva.nl/ecartico/persons/10441","http://www.vondel.humanities.uva.nl/ecartico/places/184","Haarlem","http://www.vondel.humanities.uva.nl/ecartico/places/105","Deventer"
"https://data.create.humanities.uva.nl/id/schrijverskabinet/person/jan-van-der-veen","1578","1659","Jan van der Veen","http://www.vondel.humanities.uva.nl/ecartico/persons/10441","http://www.vondel.humanities.uva.nl/ecartico/places/184","Haarlem","http://www.vondel.humanities.uva.nl/ecartico/places/105","Deventer"
"http://www.vondel.humanities.uva.nl/ecartico/persons/9627","1553-12-17","1616-09-14","Gijsbert van Beresteyn","http://www.vondel.humanities.uva.nl/ecartico/persons/9627","http://www.vondel.humanities.uva.nl/ecartico/places/184","Haarlem","http://www.vondel.humanities.uva.nl/ecartico/places/145","Enkhuizen"
"http://www.vondel.humanities.uva.nl/ecartico/persons/25676","1578","http://www.vondel.humanities.uva.nl/ecartico/persons/25676#deathdate","Jan Willemsz Beelt","http://www.vondel.humanities.uva.nl/ecartico/persons/25676","http://www.vondel.humanities.uva.nl/ecartico/places/184","Haarlem","http://www.vondel.humanities.uva.nl/ecartico/places/184","Haarlem"
"http://www.vondel.humanities.uva.nl/ecartico/persons/10693","1547","http://www.vondel.humanities.uva.nl/ecartico/persons/10693#deathdate","Willem Dircksz. van Poelenburg","http://www.vondel.humanities.uva.nl/ecartico/persons/10693","http://www.vondel.humanities.uva.nl/ecartico/places/184","Haarlem","http://www.vondel.humanities.uva.nl/ecartico/places/184","Haarlem"
"http://www.vondel.humanities.uva.nl/ecartico/persons/10726","1520-07-10","1596-12-12","Catharina Pauwelsdr van Outschoten","http://www.vondel.humanities.uva.nl/ecartico/persons/10726","http://www.vondel.humanities.uva.nl/ecartico/places/184","Haarlem","http://www.vondel.humanities.uva.nl/ecartico/places/184","Haarlem"
"http://www.vondel.humanities.uva.nl/ecartico/persons/10728","1556-08-15","1612-01-23","Arent van Beresteyn","http://www.vondel.humanities.uva.nl/ecartico/persons/10728","http://www.vondel.humanities.uva.nl/ecartico/places/184","Haarlem","http://www.vondel.humanities.uva.nl/ecartico/places/184","Haarlem"
"http://www.vondel.humanities.uva.nl/ecartico/persons/9549","1558","1632","Claes Pietersz. Begijn","http://www.vondel.humanities.uva.nl/ecartico/persons/9549","http://www.vondel.humanities.uva.nl/ecartico/places/184","Haarlem","http://www.vondel.humanities.uva.nl/ecartico/places/184","Haarlem"
"http://www.vondel.humanities.uva.nl/ecartico/persons/9628","1584-06-12","http://www.vondel.humanities.uva.nl/ecartico/persons/9628#deathdate","Ermgard van Beresteyn","http://www.vondel.humanities.uva.nl/ecartico/persons/9628","http://www.vondel.humanities.uva.nl/ecartico/places/184","Haarlem","http://www.vondel.humanities.uva.nl/ecartico/places/184","Haarlem"
"https://data.create.humanities.uva.nl/id/schrijverskabinet/person/theodorus-schrevelius","1572","1649","Theodorus Schrevelius","http://www.vondel.humanities.uva.nl/ecartico/persons/47778","http://www.vondel.humanities.uva.nl/ecartico/places/184","Haarlem","http://www.vondel.humanities.uva.nl/ecartico/places/262","Leiden"
"http://www.vondel.humanities.uva.nl/ecartico/persons/47778","1572","1649-12-02","Theodorus Schrevelius","http://www.vondel.humanities.uva.nl/ecartico/persons/47778","http://www.vondel.humanities.uva.nl/ecartico/places/184","Haarlem","http://www.vondel.humanities.uva.nl/ecartico/places/262","Leiden"
"http://www.vondel.humanities.uva.nl/ecartico/persons/6381","1583","http://www.vondel.humanities.uva.nl/ecartico/persons/6381#deathdate","Engel Jansz. Rooswijk","http://www.vondel.humanities.uva.nl/ecartico/persons/6381","http://www.vondel.humanities.uva.nl/ecartico/places/184","Haarlem","http://www.vondel.humanities.uva.nl/ecartico/places/97","Delft"
"http://www.vondel.humanities.uva.nl/ecartico/persons/12828","1577-11-10","1660-09-12","Jacob Cats","http://www.vondel.humanities.uva.nl/ecartico/persons/42638","http://www.vondel.humanities.uva.nl/ecartico/places/187","Hamburg","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam"
"https://data.create.humanities.uva.nl/id/schrijverskabinet/person/jacob-cats","1577","1660","Jacob Cats","http://www.vondel.humanities.uva.nl/ecartico/persons/42638","http://www.vondel.humanities.uva.nl/ecartico/places/187","Hamburg","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/41072","1540-08-05","1609-01-21","Joseph Justus Scaliger","http://www.vondel.humanities.uva.nl/ecartico/persons/41072","http://www.vondel.humanities.uva.nl/ecartico/places/1896","Agen","http://www.vondel.humanities.uva.nl/ecartico/places/262","Leiden"
