"person","birthDate","deathDate","personName"
"http://www.vondel.humanities.uva.nl/ecartico/persons/5639","1584","http://www.vondel.humanities.uva.nl/ecartico/persons/5639#deathdate","Guilliam Adriaensz. van Nieulandt II"
"http://www.vondel.humanities.uva.nl/ecartico/persons/5651","1572","1647","Daniel Nijs"
"http://www.vondel.humanities.uva.nl/ecartico/persons/5655","1497-03-25","1573-01-13","Jacob Hendricksz. Nobel"
"http://www.vondel.humanities.uva.nl/ecartico/persons/5797","1527-04-14","1598-06-29","Abraham Ortelius"
"http://www.vondel.humanities.uva.nl/ecartico/persons/5882","1585-06-11","http://www.vondel.humanities.uva.nl/ecartico/persons/5882#deathdate","Simon de Pape I"
"http://www.vondel.humanities.uva.nl/ecartico/persons/6045","1573-03-10","http://www.vondel.humanities.uva.nl/ecartico/persons/6045#deathdate","Frans van der Plancken"
"http://www.vondel.humanities.uva.nl/ecartico/persons/6147","1528","1580-07-25","Bernard van de Putte"
"http://www.vondel.humanities.uva.nl/ecartico/persons/6166","1557","1613","Mathias Quadt van Kinckelenburg"
"http://www.vondel.humanities.uva.nl/ecartico/persons/6214","1580","1669","Anthony van Ravesteyn"
"http://www.vondel.humanities.uva.nl/ecartico/persons/6244","1559","1626-06-11","David Remeus"
"http://www.vondel.humanities.uva.nl/ecartico/persons/6319","1572","1624-04-15","David Roelands"
"http://www.vondel.humanities.uva.nl/ecartico/persons/6381","1583","http://www.vondel.humanities.uva.nl/ecartico/persons/6381#deathdate","Engel Jansz. Rooswijk"
"http://www.vondel.humanities.uva.nl/ecartico/persons/6471","1586","http://www.vondel.humanities.uva.nl/ecartico/persons/6471#deathdate","David Ryckaert II"
"http://www.vondel.humanities.uva.nl/ecartico/persons/6478","1568-04-22","1614","Daniël de Ryckere"
"http://www.vondel.humanities.uva.nl/ecartico/persons/6510","1584-12-20","http://www.vondel.humanities.uva.nl/ecartico/persons/6510#deathdate","Raphael Sadeler II"
"http://www.vondel.humanities.uva.nl/ecartico/persons/6537","1520","http://www.vondel.humanities.uva.nl/ecartico/persons/6537#deathdate","Benjamin Sammeling"
"http://www.vondel.humanities.uva.nl/ecartico/persons/664","1570","http://www.vondel.humanities.uva.nl/ecartico/persons/664#deathdate","Rombout van Avont"
"http://www.vondel.humanities.uva.nl/ecartico/persons/6761","1495-08-01","1562-12-06","Jan van Scorel"
"http://www.vondel.humanities.uva.nl/ecartico/persons/6794","1586-10-28","http://www.vondel.humanities.uva.nl/ecartico/persons/6794#deathdate","Pieter Serwouters"
"http://www.vondel.humanities.uva.nl/ecartico/persons/689","1570","1626-08-10","Willem Backereel"
"http://www.vondel.humanities.uva.nl/ecartico/persons/696","1576-11-18","1603","Jan Badens"
"http://www.vondel.humanities.uva.nl/ecartico/persons/6990","1549-03-11","1612-01-04","Hendrick Laurensz Spieghel"
"http://www.vondel.humanities.uva.nl/ecartico/persons/7022","1546-03-31","1611-08","Bartholomeus Spranger van den Schilde"
"http://www.vondel.humanities.uva.nl/ecartico/persons/7038","1578","1658","Hendrick Staben"
"http://www.vondel.humanities.uva.nl/ecartico/persons/7202","1577","http://www.vondel.humanities.uva.nl/ecartico/persons/7202#deathdate","Maria Strick-Becq"
"http://www.vondel.humanities.uva.nl/ecartico/persons/7248","1572-12-05","http://www.vondel.humanities.uva.nl/ecartico/persons/7248#deathdate","Claes Isaacsz. Swanenburgh"
"http://www.vondel.humanities.uva.nl/ecartico/persons/7250","1537-08-19","1614-03-10","Isaac Claesz. van Swanenburgh"
"http://www.vondel.humanities.uva.nl/ecartico/persons/7251","1571-04-21","1638-10-16","Jacob Isaacsz. van Swanenburgh"
"http://www.vondel.humanities.uva.nl/ecartico/persons/7252","1577-11-15","1620","Joost van Swanenburgh"
"http://www.vondel.humanities.uva.nl/ecartico/persons/7253","1580-01-29","1612-05-31","Willem Isaacsz van Swanenburgh I"
"http://www.vondel.humanities.uva.nl/ecartico/persons/7330","1572","1615-03-11","Juliaen Teniers I"
"http://www.vondel.humanities.uva.nl/ecartico/persons/7465","1585-12-15","1674-12-26","Henri Trippet"
"http://www.vondel.humanities.uva.nl/ecartico/persons/7500","1576","1613-02-12","Hans van Uffelen"
"http://www.vondel.humanities.uva.nl/ecartico/persons/7631","1568","http://www.vondel.humanities.uva.nl/ecartico/persons/7631#deathdate","Jan van den Velde"
"http://www.vondel.humanities.uva.nl/ecartico/persons/7721","1561","1631","Tobias Verhaecht"
"http://www.vondel.humanities.uva.nl/ecartico/persons/7898","1583-02-02","1651-12-06","Anna Roemersdr. Visscher"
"http://www.vondel.humanities.uva.nl/ecartico/persons/7912","1552","http://www.vondel.humanities.uva.nl/ecartico/persons/7912#deathdate","Jeronimus van Vissenaken"
"http://www.vondel.humanities.uva.nl/ecartico/persons/7919","1539","1581","Pieter Vlerick"
"http://www.vondel.humanities.uva.nl/ecartico/persons/8197","1538","http://www.vondel.humanities.uva.nl/ecartico/persons/8197#deathdate","Hans de Weert"
"http://www.vondel.humanities.uva.nl/ecartico/persons/8333","1560","1592-08","Philips van Winghe"
"http://www.vondel.humanities.uva.nl/ecartico/persons/8377","1586","http://www.vondel.humanities.uva.nl/ecartico/persons/8377#deathdate","Peter de Witte I"
"http://www.vondel.humanities.uva.nl/ecartico/persons/8388","1581","1641","Artus Wolfaert"
"http://www.vondel.humanities.uva.nl/ecartico/persons/8516","1586-04-28","1656-02-20","Roelof van Zijl"
"http://www.vondel.humanities.uva.nl/ecartico/persons/8555","1558-02-21","http://www.vondel.humanities.uva.nl/ecartico/persons/8555#deathdate","Stijntgen Pietersdr van der Pas"
"http://www.vondel.humanities.uva.nl/ecartico/persons/8573","1579","http://www.vondel.humanities.uva.nl/ecartico/persons/8573#deathdate","Willem Willemsz. Kick"
"http://www.vondel.humanities.uva.nl/ecartico/persons/8593","1586-11","1658-11-15","Jacobus Revius"
"http://www.vondel.humanities.uva.nl/ecartico/persons/8609","1559","1641-08-17","Andries Bellechier"
"http://www.vondel.humanities.uva.nl/ecartico/persons/8646","1514","1558","Anna Roemers"
"http://www.vondel.humanities.uva.nl/ecartico/persons/8671","1548","1603","Pieter Seghersz."
"http://www.vondel.humanities.uva.nl/ecartico/persons/8672","1549","http://www.vondel.humanities.uva.nl/ecartico/persons/8672#deathdate","Barber Jacobs"
"http://www.vondel.humanities.uva.nl/ecartico/persons/8677","1584","http://www.vondel.humanities.uva.nl/ecartico/persons/8677#deathdate","Anna Pieters Hustaert"
"http://www.vondel.humanities.uva.nl/ecartico/persons/8692","1569-01-31","1622-04-15","Peter Meyster"
"http://www.vondel.humanities.uva.nl/ecartico/persons/8709","1568","http://www.vondel.humanities.uva.nl/ecartico/persons/8709#deathdate","Colette van den Keere"
"http://www.vondel.humanities.uva.nl/ecartico/persons/8710","1540","1580-07-11","Hendrik van den Keere"
"http://www.vondel.humanities.uva.nl/ecartico/persons/8738","1570","1632-10-17","Cornelis Matelieff den Jongen"
"http://www.vondel.humanities.uva.nl/ecartico/persons/8800","1567","http://www.vondel.humanities.uva.nl/ecartico/persons/8800#deathdate","Bartholomeus Voskens"
"http://www.vondel.humanities.uva.nl/ecartico/persons/8824","1544-01-01","1610-08-03","Carel Quina"
"http://www.vondel.humanities.uva.nl/ecartico/persons/8825","1548-01-01","1624-10-08","Adriana Bulteel"
"http://www.vondel.humanities.uva.nl/ecartico/persons/8826","1586-02-06","1649-10-21","Carel Quina"
"http://www.vondel.humanities.uva.nl/ecartico/persons/8867","1580","http://www.vondel.humanities.uva.nl/ecartico/persons/8867#deathdate","Truytgen Pietersdr."
"http://www.vondel.humanities.uva.nl/ecartico/persons/8884","1560","http://www.vondel.humanities.uva.nl/ecartico/persons/8884#deathdate","Jan Pietersz Snoeck"
"http://www.vondel.humanities.uva.nl/ecartico/persons/8885","1568","1597-07-15","Machteld Govertsdr. Huydecoper"
"http://www.vondel.humanities.uva.nl/ecartico/persons/8912","1541","http://www.vondel.humanities.uva.nl/ecartico/persons/8912#deathdate","Hans van Uffelen sr."
"http://www.vondel.humanities.uva.nl/ecartico/persons/8923","1574","http://www.vondel.humanities.uva.nl/ecartico/persons/8923#deathdate","Maycken Savery"
"http://www.vondel.humanities.uva.nl/ecartico/persons/8959","1545-07-04","http://www.vondel.humanities.uva.nl/ecartico/persons/8959#deathdate","Beernt Beerntsz. Proeys"
"http://www.vondel.humanities.uva.nl/ecartico/persons/8967","1534","1612-01-12","Lubbert Gerritsz"
"http://www.vondel.humanities.uva.nl/ecartico/persons/8998","1541","1613-10-28","Philipus Nijs"
"http://www.vondel.humanities.uva.nl/ecartico/persons/8999","1544","1626-05-14","Anthony Nijs"
"http://www.vondel.humanities.uva.nl/ecartico/persons/9023","1563-01-30","1641-01-11","Franciscus Gomarus"
"http://www.vondel.humanities.uva.nl/ecartico/persons/9026","1569","1625-11","Susanna Willemsdr Craeyborn"
"http://www.vondel.humanities.uva.nl/ecartico/persons/9092","1560-10-10","1609-10-19","Jacobus Arminius"
"http://www.vondel.humanities.uva.nl/ecartico/persons/9093","1569-08-22","1648-03-25","Lijsbeth Lourens Reaal"
"http://www.vondel.humanities.uva.nl/ecartico/persons/9142","1587","http://www.vondel.humanities.uva.nl/ecartico/persons/9142#deathdate","Jan Barentsen"
"http://www.vondel.humanities.uva.nl/ecartico/persons/9212","1587","1621","Anna Bufkens"
"http://www.vondel.humanities.uva.nl/ecartico/persons/9220","1550","1634-08-22","Harmen ter Borch de Oude"
"http://www.vondel.humanities.uva.nl/ecartico/persons/9221","1557","1611","Catharina Colen"
"http://www.vondel.humanities.uva.nl/ecartico/persons/9249","1556","http://www.vondel.humanities.uva.nl/ecartico/persons/9249#deathdate","Jan van Waesberghe"
"http://www.vondel.humanities.uva.nl/ecartico/persons/9263","1559","1646-06-28","Adriaen Cornelisz Brederode"
"http://www.vondel.humanities.uva.nl/ecartico/persons/9273","1565","http://www.vondel.humanities.uva.nl/ecartico/persons/9273#deathdate","Matthijs Elsevier"
"http://www.vondel.humanities.uva.nl/ecartico/persons/9304","1566","http://www.vondel.humanities.uva.nl/ecartico/persons/9304#deathdate","Pieter Jacobs Hollaer"
"http://www.vondel.humanities.uva.nl/ecartico/persons/9329","1582","http://www.vondel.humanities.uva.nl/ecartico/persons/9329#deathdate","Johannes Claesz Furnerius"
"http://www.vondel.humanities.uva.nl/ecartico/persons/9381","1549","1623-12-24","Michiel Coignet"
"http://www.vondel.humanities.uva.nl/ecartico/persons/9392","1584-08-12","http://www.vondel.humanities.uva.nl/ecartico/persons/9392#deathdate","Jan Pietersz van den Eeckhout"
"http://www.vondel.humanities.uva.nl/ecartico/persons/9393","1586-06-12","http://www.vondel.humanities.uva.nl/ecartico/persons/9393#deathdate","Grietie Claes Lydeckers"
"http://www.vondel.humanities.uva.nl/ecartico/persons/9417","1583","http://www.vondel.humanities.uva.nl/ecartico/persons/9417#deathdate","Margriet Pouwelsdr."
"http://www.vondel.humanities.uva.nl/ecartico/persons/9430","1565","1619","Sjoukje Osinga"
"http://www.vondel.humanities.uva.nl/ecartico/persons/9470","1572","1662-12-19","Pieter Cornelisz van Everdingen"
"http://www.vondel.humanities.uva.nl/ecartico/persons/9471","1579","1640-12-21","Aechje Claesdr de Moer"
"http://www.vondel.humanities.uva.nl/ecartico/persons/9484","1573","1653","Peter Thomasz. Pijl"
"http://www.vondel.humanities.uva.nl/ecartico/persons/9518","1560-01-24","1625-07-20","Jan Dircksz. Steen"
"http://www.vondel.humanities.uva.nl/ecartico/persons/9546","1562","http://www.vondel.humanities.uva.nl/ecartico/persons/9546#deathdate","Anna de Brey"
"http://www.vondel.humanities.uva.nl/ecartico/persons/9549","1558","1632","Claes Pietersz. Begijn"
"http://www.vondel.humanities.uva.nl/ecartico/persons/9561","1533","1596","Guilliam van Nieulandt III"
"http://www.vondel.humanities.uva.nl/ecartico/persons/9575","1546-10-01","1622-06-11","Jan Pietersz. Serwouters"
"http://www.vondel.humanities.uva.nl/ecartico/persons/9627","1553-12-17","1616-09-14","Gijsbert van Beresteyn"
"http://www.vondel.humanities.uva.nl/ecartico/persons/9628","1584-06-12","http://www.vondel.humanities.uva.nl/ecartico/persons/9628#deathdate","Ermgard van Beresteyn"
"http://www.vondel.humanities.uva.nl/ecartico/persons/9790","1530-03-13","1587","Jan Rubens"
"http://www.vondel.humanities.uva.nl/ecartico/persons/9791","1538","1608-10-19","Maria Pypelinck"
"http://www.vondel.humanities.uva.nl/ecartico/persons/9795","1503","1583","Nicolaes Colijn de Thovion"
"http://www.vondel.humanities.uva.nl/ecartico/persons/9796","1547","http://www.vondel.humanities.uva.nl/ecartico/persons/9796#deathdate","Maria Colijn de Thovion"
"http://www.vondel.humanities.uva.nl/ecartico/persons/9802","1578","http://www.vondel.humanities.uva.nl/ecartico/persons/9802#deathdate","Cathalijntje Aerts Burlon"
"http://www.vondel.humanities.uva.nl/ecartico/persons/9805","1562","http://www.vondel.humanities.uva.nl/ecartico/persons/9805#deathdate","Gerrit Aertsz. Coop"
"http://www.vondel.humanities.uva.nl/ecartico/persons/9816","1543","http://www.vondel.humanities.uva.nl/ecartico/persons/9816#deathdate","Clara Colijn"
"http://www.vondel.humanities.uva.nl/ecartico/persons/9824","1486","http://www.vondel.humanities.uva.nl/ecartico/persons/9824#deathdate","Symon Jansz. Brouwer"
"http://www.vondel.humanities.uva.nl/ecartico/persons/9920","1564","1623","Frederik van Schurman"
"http://www.vondel.humanities.uva.nl/ecartico/persons/9936","1565","http://www.vondel.humanities.uva.nl/ecartico/persons/9936#deathdate","Herbert Nason"
"http://www.vondel.humanities.uva.nl/ecartico/persons/9937","1576","http://www.vondel.humanities.uva.nl/ecartico/persons/9937#deathdate","Sara van Soom"
"http://www.vondel.humanities.uva.nl/ecartico/persons/9966","1526","1583","Georg Sandrart"
"http://www.vondel.humanities.uva.nl/ecartico/persons/9980","1584-06-14","http://www.vondel.humanities.uva.nl/ecartico/persons/9980#deathdate","Elisabeth Emanuelsdr. Sweerts"
"http://www.vondel.humanities.uva.nl/ecartico/persons/9981","1587","http://www.vondel.humanities.uva.nl/ecartico/persons/9981#deathdate","Pauwels Aertsz. van Ravesteyn"
"http://www.vondel.humanities.uva.nl/ecartico/persons/40179","1576","1602","Jan Jansz. Commelin"
"http://www.vondel.humanities.uva.nl/ecartico/persons/40182","1573","1650-05-22","Outgert Spiegels"
"http://www.vondel.humanities.uva.nl/ecartico/persons/40187","1564","1619-02-14","Guilliame Six"
"http://www.vondel.humanities.uva.nl/ecartico/persons/40189","1575","http://www.vondel.humanities.uva.nl/ecartico/persons/40189#deathdate","Jean Six"
"http://www.vondel.humanities.uva.nl/ecartico/persons/40190","1584-06-12","1654-06-21","Anna Wijmer"
"http://www.vondel.humanities.uva.nl/ecartico/persons/40193","1558-04","1625-05-12","Frans Hendricksz. Oetgens"
"http://www.vondel.humanities.uva.nl/ecartico/persons/40194","1558","1616-11-07","Alydt van Houff"
"http://www.vondel.humanities.uva.nl/ecartico/persons/4027","1520","1573","Simon Jacobsz."
"http://www.vondel.humanities.uva.nl/ecartico/persons/40271","1563-11-27","1632","Robbert Robbertz Le Canu"
"http://www.vondel.humanities.uva.nl/ecartico/persons/40448","1529-03-09","1586-08-01","Jost van Hilten"
"http://www.vondel.humanities.uva.nl/ecartico/persons/40457","1568","1615-03-06","Pieter Both"
"http://www.vondel.humanities.uva.nl/ecartico/persons/40513","1521","http://www.vondel.humanities.uva.nl/ecartico/persons/40513#deathdate","Pieter Willemsz. Corver"
"http://www.vondel.humanities.uva.nl/ecartico/persons/40546","1572","http://www.vondel.humanities.uva.nl/ecartico/persons/40546#deathdate","Adriaen Veen"
"http://www.vondel.humanities.uva.nl/ecartico/persons/40555","1567-03-13","http://www.vondel.humanities.uva.nl/ecartico/persons/40555#deathdate","Jacob van Heemskerck"
"http://www.vondel.humanities.uva.nl/ecartico/persons/40557","1570","1630","Jan Cornelisz Rijp"
"http://www.vondel.humanities.uva.nl/ecartico/persons/40643","1586","http://www.vondel.humanities.uva.nl/ecartico/persons/40643#deathdate","Hendrick Barentsz Hartoghveld"
"http://www.vondel.humanities.uva.nl/ecartico/persons/40662","1582-05-26","1654","Magdalene Jacobsdr van der Dussen"
"http://www.vondel.humanities.uva.nl/ecartico/persons/40681","1554-03-08","1640-05-03","Johan Hugo de Groot"
"http://www.vondel.humanities.uva.nl/ecartico/persons/40682","1561-10-22","1643-01-08","Alida Borren van Overschie"
"http://www.vondel.humanities.uva.nl/ecartico/persons/40716","1578-10-07","1629-02-17","Jan van Lodensteyn"
"http://www.vondel.humanities.uva.nl/ecartico/persons/40718","1584-01-07","1660-04-21","Joost van Lodensteyn genaamd van Berendregt"
"http://www.vondel.humanities.uva.nl/ecartico/persons/40720","1552-06-02","1636-10-30","Cornelis van Lodensteyn"
"http://www.vondel.humanities.uva.nl/ecartico/persons/40841","1585-02-21","1640-12-01","Pieter van den Broecke"
"http://www.vondel.humanities.uva.nl/ecartico/persons/40990","1584","http://www.vondel.humanities.uva.nl/ecartico/persons/40990#deathdate","Thomas de Vechter"
"http://www.vondel.humanities.uva.nl/ecartico/persons/41059","1532-06-24","1588-09-04","Robert Dudley graaf van Leicester"
"http://www.vondel.humanities.uva.nl/ecartico/persons/41060","1539","1597-07-20","Franciscus Raphelengius (I)"
"http://www.vondel.humanities.uva.nl/ecartico/persons/41061","1547","1594-04","Margaretha Plantijn"
"http://www.vondel.humanities.uva.nl/ecartico/persons/41062","1568","http://www.vondel.humanities.uva.nl/ecartico/persons/41062#deathdate","Franciscus Raphelengius (II)"
"http://www.vondel.humanities.uva.nl/ecartico/persons/41063","1547-10-18","1606-03-23","Justus Lipsius"
"http://www.vondel.humanities.uva.nl/ecartico/persons/41065","1566","1600-12-17","Christophorus Raphelengius"
"http://www.vondel.humanities.uva.nl/ecartico/persons/41066","1573","1623","Justus Raphelengius"
"http://www.vondel.humanities.uva.nl/ecartico/persons/4107","1577","1619","Govert Jansz. genaamd Mynheer"
"http://www.vondel.humanities.uva.nl/ecartico/persons/41071","1584-09-11","1624-11-13","Thomas Erpenius"
"http://www.vondel.humanities.uva.nl/ecartico/persons/41072","1540-08-05","1609-01-21","Joseph Justus Scaliger"
"http://www.vondel.humanities.uva.nl/ecartico/persons/41108","1545","http://www.vondel.humanities.uva.nl/ecartico/persons/41108#deathdate","Francois Guyot"
"http://www.vondel.humanities.uva.nl/ecartico/persons/41231","1579","1652-04-22","David van Orliens"
"http://www.vondel.humanities.uva.nl/ecartico/persons/41232","1587","1659-05-06","Catharina Nicolaij"
"http://www.vondel.humanities.uva.nl/ecartico/persons/4127","1568","1600-10-17","Cornelis de Jode"
"http://www.vondel.humanities.uva.nl/ecartico/persons/41621","1535-02-28","1578-10-12","Cornelis Gemma"
"http://www.vondel.humanities.uva.nl/ecartico/persons/41714","1548","http://www.vondel.humanities.uva.nl/ecartico/persons/41714#deathdate","Simon Stevin"
"http://www.vondel.humanities.uva.nl/ecartico/persons/41739","1467","http://www.vondel.humanities.uva.nl/ecartico/persons/41739#deathdate","Simon Jan Pontenz. Abbe"
"http://www.vondel.humanities.uva.nl/ecartico/persons/41753","1572","1635","Johannes Sems Hoeflinga"
"http://www.vondel.humanities.uva.nl/ecartico/persons/41844","1552-02-28","1632-01-31","Jost Bürgi"
"http://www.vondel.humanities.uva.nl/ecartico/persons/41848","1521-08-19","1589-03-22","Lodovico Guicciardini"
"http://www.vondel.humanities.uva.nl/ecartico/persons/41858","1547-12-05","1625-12-09","Ubbo Emmius"
"http://www.vondel.humanities.uva.nl/ecartico/persons/4196","1571","http://www.vondel.humanities.uva.nl/ecartico/persons/4196#deathdate","Petrus Kaerius"
"http://www.vondel.humanities.uva.nl/ecartico/persons/42061","1534","1588","Frederik II"
"http://www.vondel.humanities.uva.nl/ecartico/persons/42070","1585","1619","Laurens van Steenwinckel"
"http://www.vondel.humanities.uva.nl/ecartico/persons/42099","1543","1611","Antonius van Obbergen"
"http://www.vondel.humanities.uva.nl/ecartico/persons/42133","1516-07-28","1592-01-05","Willem V van Kleef"
"http://www.vondel.humanities.uva.nl/ecartico/persons/42183","1578","1606","Elizabeth van den Corput"
"http://www.vondel.humanities.uva.nl/ecartico/persons/42184","1536-05-26","1601-08-22","Hendrick van den Corput"
"http://www.vondel.humanities.uva.nl/ecartico/persons/42185","1546-03-11","1584-03-24","Adrienne van Aerts"
"http://www.vondel.humanities.uva.nl/ecartico/persons/42194","1492-12-01","1569-02-26","Johan van den Corput"
"http://www.vondel.humanities.uva.nl/ecartico/persons/42195","1509-12-15","1578-07-31","Anthonia Montens"
"http://www.vondel.humanities.uva.nl/ecartico/persons/42196","1542-04","1611-09-17","Jan van den Corput"
"http://www.vondel.humanities.uva.nl/ecartico/persons/42197","1552-07","1587-04-12","Elizabeth van den Corput"
"http://www.vondel.humanities.uva.nl/ecartico/persons/42198","1542-05-01","1602-10-23","Franciscus Junius"
"http://www.vondel.humanities.uva.nl/ecartico/persons/42204","1534-10-28","1589-05-14","Johanna van den Corput"
"http://www.vondel.humanities.uva.nl/ecartico/persons/42205","1535-05-30","1614-03-15","Henricus Smetius a Leda"
"http://www.vondel.humanities.uva.nl/ecartico/persons/42207","1585","1659","Elisabeth Junius"
"http://www.vondel.humanities.uva.nl/ecartico/persons/42244","1575","1612","Anne Catherine van Brandenburg"
"http://www.vondel.humanities.uva.nl/ecartico/persons/42247","1529","1608","Giambologna"
"http://www.vondel.humanities.uva.nl/ecartico/persons/42515","1580-01-09","1655-02-25","Daniel Heinsius"
"http://www.vondel.humanities.uva.nl/ecartico/persons/42735","1554-03-26","1611-10-03","Charles de Lorraine duc de Mayenne"
"http://www.vondel.humanities.uva.nl/ecartico/persons/42915","1566","http://www.vondel.humanities.uva.nl/ecartico/persons/42915#deathdate","Neeltje Jans van Veen"
"http://www.vondel.humanities.uva.nl/ecartico/persons/42916","1565","http://www.vondel.humanities.uva.nl/ecartico/persons/42916#deathdate","Lenaert Heinricksz"
"http://www.vondel.humanities.uva.nl/ecartico/persons/42919","1575","http://www.vondel.humanities.uva.nl/ecartico/persons/42919#deathdate","Weyntge Fransdr Ruysch"
"http://www.vondel.humanities.uva.nl/ecartico/persons/43113","1580","1616","Jan Gerrits"
"http://www.vondel.humanities.uva.nl/ecartico/persons/43173","1533-04-24","1584-07-10","Willem van Oranje-Nassau I"
"http://www.vondel.humanities.uva.nl/ecartico/persons/43304","1580","http://www.vondel.humanities.uva.nl/ecartico/persons/43304#deathdate","Jan Everdsen van Doorn"
"http://www.vondel.humanities.uva.nl/ecartico/persons/43448","1521-12-25","1599-09-23","Carlo d' Aragona Tagliavia"
"http://www.vondel.humanities.uva.nl/ecartico/persons/43580","1544","1625","Cornelis van Beughem"
"http://www.vondel.humanities.uva.nl/ecartico/persons/43601","1519","1561","Marij Lubbertsdr. Nut"
"http://www.vondel.humanities.uva.nl/ecartico/persons/43602","1531","1595","Lijsbeth Gerritsdr."
"http://www.vondel.humanities.uva.nl/ecartico/persons/43648","1571","1632","Reynier Reyniersz. van Buren"
"http://www.vondel.humanities.uva.nl/ecartico/persons/43649","1571","1624","Marij Gerritsdr. Bril"
"http://www.vondel.humanities.uva.nl/ecartico/persons/44030","1577","1649-05-02","Sebastiaen Pitavin"
"http://www.vondel.humanities.uva.nl/ecartico/persons/44394","1576","http://www.vondel.humanities.uva.nl/ecartico/persons/44394#deathdate","Daniel Godin"
"http://www.vondel.humanities.uva.nl/ecartico/persons/44435","1586","1640","Cornelia Joost Hesselsdochter"
"http://www.vondel.humanities.uva.nl/ecartico/persons/44783","1569","http://www.vondel.humanities.uva.nl/ecartico/persons/44783#deathdate","Mattheus Slade"
"http://www.vondel.humanities.uva.nl/ecartico/persons/45429","1514","http://www.vondel.humanities.uva.nl/ecartico/persons/45429#deathdate","Wouter Ghysbertss van Tulden"
"http://www.vondel.humanities.uva.nl/ecartico/persons/45437","1521","1557-02-10","Dierck Henrick Janss van Tulden"
"http://www.vondel.humanities.uva.nl/ecartico/persons/45887","1564","1638-03-08","Jacob Cornelisz. van Neck"
"http://www.vondel.humanities.uva.nl/ecartico/persons/45888","1585","1652","Griete van Rhijn"
"http://www.vondel.humanities.uva.nl/ecartico/persons/45937","1569","1637-08-17","Dirck Jacobsz. Bas"
"http://www.vondel.humanities.uva.nl/ecartico/persons/45938","1576","http://www.vondel.humanities.uva.nl/ecartico/persons/45938#deathdate","Grietje Elberts Schaeck"
"http://www.vondel.humanities.uva.nl/ecartico/persons/45951","1536","http://www.vondel.humanities.uva.nl/ecartico/persons/45951#deathdate","Jacob Claesz. Basgen"
"http://www.vondel.humanities.uva.nl/ecartico/persons/45952","1538","http://www.vondel.humanities.uva.nl/ecartico/persons/45952#deathdate","Grietje Pietersdr. Codde"
"http://www.vondel.humanities.uva.nl/ecartico/persons/4618","1559","1624-10-28","Carel Liefrinck"
"http://www.vondel.humanities.uva.nl/ecartico/persons/4620","1518","http://www.vondel.humanities.uva.nl/ecartico/persons/4620#deathdate","Hans Liefrinck"
"http://www.vondel.humanities.uva.nl/ecartico/persons/46202","1572","1641","François van Aerssen van Sommelsdyk"
"http://www.vondel.humanities.uva.nl/ecartico/persons/46204","1565","1627","Johan Berck"
"http://www.vondel.humanities.uva.nl/ecartico/persons/46206","1578","1636-02-13","Maria Cornelisdr Buysen"
"http://www.vondel.humanities.uva.nl/ecartico/persons/46257","1584","1636","Sebastiaen Wermbouts"
"http://www.vondel.humanities.uva.nl/ecartico/persons/3523","1575","1634-05-03","Jacob de Hase"
"http://www.vondel.humanities.uva.nl/ecartico/persons/3575","1498","1574-10-01","Maerten Jacobsz van Heemskerck"
"http://www.vondel.humanities.uva.nl/ecartico/persons/3584","1534","1584-08-29","Lucas de Heere"
"http://www.vondel.humanities.uva.nl/ecartico/persons/3604","1534","1591-11-05","Abraham del Hele"
"http://www.vondel.humanities.uva.nl/ecartico/persons/36645","1572","1651-01-01","André Rivet"
"http://www.vondel.humanities.uva.nl/ecartico/persons/36650","1577-04-12","1648-02-28","Christiaan IV van Denemarken"
"http://www.vondel.humanities.uva.nl/ecartico/persons/36651","1586-11-16","1637-12-19","Pieter Coenen"
"http://www.vondel.humanities.uva.nl/ecartico/persons/36652","1559-11-15","1621-07-13","Albrecht VII van Oostenrijk"
"http://www.vondel.humanities.uva.nl/ecartico/persons/36653","1566-08-12","1633-12-01","Isabella Clara Eugenia van Spanje"
"http://www.vondel.humanities.uva.nl/ecartico/persons/36798","1576-01-03","1625-11-23","Jan Roovers"
"http://www.vondel.humanities.uva.nl/ecartico/persons/36816","1566","http://www.vondel.humanities.uva.nl/ecartico/persons/36816#deathdate","Wessel Albertsz Kluppel"
"http://www.vondel.humanities.uva.nl/ecartico/persons/36841","1564-10-15","1613-07-20","Heinrich Julius von Braunschweig-Wolfenbüttel"
"http://www.vondel.humanities.uva.nl/ecartico/persons/36852","1573-10-03","1639-07-09","Antonius de Wale"
"http://www.vondel.humanities.uva.nl/ecartico/persons/36857","1577","1649-03-17","Gerardus Johannes Vossius"
"http://www.vondel.humanities.uva.nl/ecartico/persons/36968","1528-06-29","1589-05-03","Julius von Braunschweig-Wolfenbüttel"
"http://www.vondel.humanities.uva.nl/ecartico/persons/36986","1544","http://www.vondel.humanities.uva.nl/ecartico/persons/36986#deathdate","Gideon Fallet"
"http://www.vondel.humanities.uva.nl/ecartico/persons/36993","1565","http://www.vondel.humanities.uva.nl/ecartico/persons/36993#deathdate","Jacob Molenijser"
"http://www.vondel.humanities.uva.nl/ecartico/persons/37004","1527","1612-01-02","Urban Gaubisch"
"http://www.vondel.humanities.uva.nl/ecartico/persons/37019","1567-11-14","1625-04-23","Maurits van Oranje-Nassau"
"http://www.vondel.humanities.uva.nl/ecartico/persons/3708","1573","1645","Jacob van der Heyden"
